request-id,request-method,request-path,request-query,request-payload,response-status,response-content-type,response-payload,response-oops,pre-handle-timestamp,post-handle-timestamp,"after-completion-timestamp"
"9ea47d02-34d6-4590-b54b-60a82b1e2a22",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,3980190695500,3980201287000,3980204011800
"51b7b4ca-23fe-4997-9a82-390ec276ec37",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,3980224365800,3980232543500,3980235321700
"832b07bc-7014-44aa-977c-35a4a0e10bff",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,3980253853800,3980262004200,3980264526200
"4b7264d8-1399-48c3-b01a-5a170489d27c",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,3980289519600,3980300837100,3980304628600
"0a6b56f6-ca9c-401e-8393-d074dc0226fa",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,3980327838200,3980337098900,3980340739200
"eb8361f2-3b40-4487-a9a4-a7ff509f7228",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,3980359213900,3980369330000,3980372352400
"1450559a-d3ca-4ce5-a559-c1ca982358b7",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,3980393884200,3980403735400,3980406601000
"4a13f09b-985d-4f54-9a35-860f4186d241",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,3980433998700,3980443374100,3980446566800
"d0604b6c-a315-42ac-b18f-7f2ed8405c25",GET,/images/banner.png,,,200,image/png,,,3980478572500,3980488711800,3980491753000
"a43caca2-3dd8-4544-98a5-6092f3916e45",GET,/images/logo.png,,,200,image/png,,,3980513286700,3980522725800,3980525469500
"2af77ae7-9959-4359-8391-5d9fcf66a3d7",POST,"/anonymous/system/sign-in",,"id=&password=customer1&remember=false&username=customer1&version=",302,,,,3980552945100,3980596655300,3980599421700
"03a8e379-ef28-4b8c-af75-75c219792bba",GET,/,,,302,,,,3980618607000,3980628169700,3980632712900
"9eb12dbd-3629-4eb0-972f-f6e3381fbc5d",GET,/any/system/welcome,,,200,text/html;charset=utf-8,,,3980649190500,3980658104300,3981488109000
"37363314-390b-4ca8-9be3-46d2ce159330",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,3981553791600,3981563222700,3981566615100
"189eb90d-1024-404a-a358-f815c61f05da",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,3981586254000,3981598509100,3981602436800
"62b36e46-cda9-4b2f-a20d-c0f7349e893c",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,3981626355000,3981635620000,3981638650600
"cc5969ac-23c8-4e6b-98cd-3161d2561fae",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,3981661362400,3981673304400,3981677907700
"4d1ce90a-1983-49d4-9c04-665bdc5e1a30",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,3981706768300,3981717275500,3981720528300
"c7d2d047-a403-4064-bb4e-8b5c7771cc7f",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,3981747612500,3981757029300,3981760331900
"8ef2854d-4b5d-456a-bd6a-69eb6c8e4a80",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,3981793673400,3981805876900,3981809125800
"61aa282a-88a6-4387-b980-33beb97569d1",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,3981833064200,3981846607800,3981849821700
"ec96098d-5234-458b-9e3e-4ef6a1ec3552",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,3981876555300,3981886335700,3981889624600
"c7f272b0-0266-406b-92d2-d60b9049c24f",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,3981911606400,3981919940700,3981922361600
"e8de99a9-b473-46c8-bb7d-47ecc395dc51",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,3981947822600,3981969387400,3981975084900
"00357784-3f01-41cc-b9ba-45e6b9c193cc",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,3982097629100,3982110635600,3982136100000
"a76cddd9-f707-494b-b4d0-324fdd3cea41",GET,/images/banner.png,,,200,image/png,,,3982161897300,3982178905300,3982183037600
"232bcd65-9760-4481-9167-67f3cbb2d707",GET,/images/logo.png,,,200,image/png,,,3982222552100,3982236473900,3982242286800
"ee790dc3-500d-42b8-9f9d-8b09ec58d86f",GET,/customer/booking/list,,,200,text/html;charset=utf-8,"travelClass%5B0%5D=ECONOMY&price%5B0%5D=USD+22%2C403.50&version%5B1%5D=0&flight%5B1%5D=67&draftMode%5B2%5D=false&locatorCode%5B0%5D=X9Y8Z7E&payload%5B1%5D=JS123456&lastCreditCardNibble%5B3%5D=5678&id%5B1%5D=215&travelClass%5B1%5D=ECONOMY&version%5B2%5D=0&price%5B1%5D=USD+0.00&locatorCode%5B1%5D=1A2B3C&lastCreditCardNibble%5B4%5D=0001&draftMode%5B1%5D=false&payload%5B2%5D=JS123456&id%5B0%5D=210&flight%5B0%5D=67&travelClass%5B2%5D=ECONOMY&version%5B3%5D=0&purchaseMoment%5B0%5D=2012%2F01%2F07+00%3A00&draftMode%5B4%5D=true&payload%5B3%5D=JS123456&version%5B4%5D=0&travelClass%5B3%5D=ECONOMY&purchaseMoment%5B1%5D=2012%2F01%2F07+00%3A00&draftMode%5B3%5D=false&payload%5B4%5D=JS123456&price%5B4%5D=USD+3%2C200.50&travelClass%5B4%5D=ECONOMY&locatorCode%5B4%5D=ZZZ999&purchaseMoment%5B2%5D=2022%2F07%2F30+00%3A00&lastCreditCardNibble%5B0%5D=0001&flight%5B4%5D=67&purchaseMoment%5B3%5D=2012%2F01%2F07+00%3A00&id%5B4%5D=230&price%5B2%5D=EUR+0.00&lastCreditCardNibble%5B1%5D=0001&flight%5B3%5D=77&purchaseMoment%5B4%5D=2012%2F01%2F07+00%3A00&draftMode%5B0%5D=false&locatorCode%5B2%5D=X9Y87E&id%5B3%5D=228&price%5B3%5D=EUR+0.00&flight%5B2%5D=74&locatorCode%5B3%5D=LO8Z7E&payload%5B0%5D=JS123456&lastCreditCardNibble%5B2%5D=0001&version%5B0%5D=0&id%5B2%5D=219",,3982266122300,3982495402000,3987026469500
"126e3370-ea4f-41e7-830c-81101bec2825",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,3987686288600,3987697774700,3987700893200
"bb45adec-a3c0-4d42-92b1-55398b8cb7fb",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,3987721890900,3987731424000,3987734008200
"6925a102-667a-4d9d-82fe-e82cd089599d",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,3987755084700,3987762502800,3987765141500
"7fbed584-2966-4444-beb8-8cef948fefdb",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,3987782561400,3987791328200,3987794569600
"3acd3750-d56a-4127-ae7b-cab7952679eb",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,3987812920700,3987821152100,3987823416300
"b6c928e0-d81b-4db5-a003-734dd7854d6a",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,3987840507300,3987848094900,3987850394800
"86dd09e7-ef8b-4510-ad78-a6fc977f4421",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,3987868697500,3987879459700,3987881885500
"72551452-f45d-444b-b286-c5b6924a8695",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,3987900617300,3987909647000,3987912080500
"afe9b87f-c897-4978-9775-239867bf4504",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,3987931819400,3987940551200,3987942694000
"f7411130-2fbd-43de-a663-42ad8c782442",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,3987958883700,3987967728600,3987969831400
"3d959369-82e0-4fa2-b8f2-6182863d4761",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,3987988197100,3987999225000,3988002703800
"733071ad-cb07-4d9d-af95-a616bfcacb8e",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,3988020322600,3988028900400,3988031749800
"929e7d7c-62e9-4486-bf16-c2476f44f1e6",GET,/images/banner.png,,,200,image/png,,,3988048787300,3988058595200,3988061688400
"329be1b8-9f97-49fa-97b9-612d825f44f9",GET,/images/logo.png,,,200,image/png,,,3988080396200,3988090699400,3988093218400
"9011cb84-6583-4cac-b269-a5d577cf89f3",GET,"/libraries/datatables/1.10.18/config/i18n-en.json",,,200,application/json,"sProcessing=Processing...&sSearch=Search:&sLengthMenu=Show%20_MENU_%20items&sInfo=Showing%20data%20_START_%20-%20_END_%20out%20of%20_TOTAL_%20data&sInfoEmpty=No%20items%20found&sInfoFiltered=(filtered%20from%20_MAX_%20data)&sInfoPostFix=&sLoadingRecords=Loading...&sZeroRecords=No%20data&sEmptyTable=No%20data&oPaginate.sFirst=First&oPaginate.sPrevious=Previous&oPaginate.sNext=Next&oPaginate.sLast=Last",,3988108577000,3988119437100,3988195307400
"f17923b3-d8cc-49d4-a25a-93d94b4b977b",GET,/customer/booking/create,,,200,text/html;charset=utf-8,"payload=JS123456&price=EUR+0.00&id=0&version=0&draftMode=true&lastCreditCardNibble=&travelClass=%5B%7B%22key%22%3A%220%22%2C%22label%22%3A%22----%22%2C%22selected%22%3Atrue%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22ECONOMY%22%2C%22label%22%3A%22ECONOMY%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22BUSINESS%22%2C%22label%22%3A%22BUSINESS%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%5D&flights=%5B%7B%22key%22%3A%2267%22%2C%22label%22%3A%22JFK+%E2%80%93+LAX+%282025-03-01+08%3A30%3A00.0+%E2%80%93+2025-03-01+13%3A30%3A00.0%29%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%2268%22%2C%22label%22%3A%22LAX+%E2%80%93+LHR+%282025-03-01+14%3A00%3A00.0+%E2%80%93+2025-03-01+19%3A00%3A00.0%29%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%2269%22%2C%22label%22%3A%22LAX+%E2%80%93+LHR+%282025-03-02+10%3A00%3A00.0+%E2%80%93+2025-03-02+15%3A00%3A00.0%29%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%2270%22%2C%22label%22%3A%22LHR+%E2%80%93+CDG+%282025-03-02+15%3A30%3A00.0+%E2%80%93+2025-03-02+20%3A30%3A00.0%29%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%2271%22%2C%22label%22%3A%22LHR+%E2%80%93+CDG+%282025-03-03+01%3A00%3A00.0+%E2%80%93+2025-03-03+06%3A00%3A00.0%29%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%2272%22%2C%22label%22%3A%22CDG+%E2%80%93+TXL+%282025-03-03+06%3A30%3A00.0+%E2%80%93+2025-03-03+11%3A30%3A00.0%29%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%2273%22%2C%22label%22%3A%22TXL+%E2%80%93+HND+%282025-03-04+06%3A00%3A00.0+%E2%80%93+2025-03-04+11%3A00%3A00.0%29%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%2274%22%2C%22label%22%3A%22HND+%E2%80%93+SYD+%282025-03-04+11%3A30%3A00.0+%E2%80%93+2025-03-04+16%3A30%3A00.0%29%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%2275%22%2C%22label%22%3A%22SYD+%E2%80%93+FCO+%282025-03-05+07%3A30%3A00.0+%E2%80%93+2025-03-05+12%3A30%3A00.0%29%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%2276%22%2C%22label%22%3A%22FCO+%E2%80%93+MAD+%282025-03-05+13%3A00%3A00.0+%E2%80%93+2025-03-05+18%3A00%3A00.0%29%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%2277%22%2C%22label%22%3A%22MAD+%E2%80%93+PEK+%282025-03-06+14%3A30%3A00.0+%E2%80%93+2025-03-06+19%3A30%3A00.0%29%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%2278%22%2C%22label%22%3A%22PEK+%E2%80%93+DUB+%282025-03-06+20%3A00%3A00.0+%E2%80%93+2025-03-06+01%3A00%3A00.0%29%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%2279%22%2C%22label%22%3A%22DUB+%E2%80%93+DEL+%282025-03-07+07%3A00%3A00.0+%E2%80%93+2025-03-07+12%3A00%3A00.0%29%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%2280%22%2C%22label%22%3A%22DEL+%E2%80%93+GIG+%282025-03-07+12%3A30%3A00.0+%E2%80%93+2025-03-07+17%3A30%3A00.0%29%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%2281%22%2C%22label%22%3A%22GIG+%E2%80%93+CPT+%282025-03-08+03%3A30%3A00.0+%E2%80%93+2025-03-08+08%3A30%3A00.0%29%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%2282%22%2C%22label%22%3A%22CPT+%E2%80%93+MEX+%282025-03-08+09%3A00%3A00.0+%E2%80%93+2025-03-08+14%3A00%3A00.0%29%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%2283%22%2C%22label%22%3A%22MEX+%E2%80%93+SIN+%282025-03-09+06%3A45%3A00.0+%E2%80%93+2025-03-09+11%3A45%3A00.0%29%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%2284%22%2C%22label%22%3A%22SIN+%E2%80%93+HKG+%282025-03-09+12%3A00%3A00.0+%E2%80%93+2025-03-09+17%3A00%3A00.0%29%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%2285%22%2C%22label%22%3A%22HKG+%E2%80%93+IST+%282025-03-10+09%3A00%3A00.0+%E2%80%93+2025-03-10+14%3A00%3A00.0%29%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%2286%22%2C%22label%22%3A%22IST+%E2%80%93+YYZ+%282025-03-10+14%3A30%3A00.0+%E2%80%93+2025-03-10+19%3A30%3A00.0%29%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%2287%22%2C%22label%22%3A%22YYZ+%E2%80%93+BKK+%282025-03-11+16%3A00%3A00.0+%E2%80%93+2025-03-11+21%3A00%3A00.0%29%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%2288%22%2C%22label%22%3A%22BKK+%E2%80%93+ICN+%282025-03-11+21%3A30%3A00.0+%E2%80%93+2025-03-12+02%3A30%3A00.0%29%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%2289%22%2C%22label%22%3A%22ICN+%E2%80%93+EZE+%282025-03-12+10%3A00%3A00.0+%E2%80%93+2025-03-12+15%3A00%3A00.0%29%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%2290%22%2C%22label%22%3A%22EZE+%E2%80%93+SVO+%282025-03-12+15%3A30%3A00.0+%E2%80%93+2025-03-12+20%3A30%3A00.0%29%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%2291%22%2C%22label%22%3A%22SVO+%E2%80%93+CGK+%282025-03-13+11%3A00%3A00.0+%E2%80%93+2025-03-13+16%3A00%3A00.0%29%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%2292%22%2C%22label%22%3A%22CGK+%E2%80%93+KUL+%282025-03-13+16%3A30%3A00.0+%E2%80%93+2025-03-13+21%3A30%3A00.0%29%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%2293%22%2C%22label%22%3A%22KUL+%E2%80%93+AKL+%282025-03-14+07%3A15%3A00.0+%E2%80%93+2025-03-14+12%3A15%3A00.0%29%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%2294%22%2C%22label%22%3A%22AKL+%E2%80%93+OSL+%282025-03-14+12%3A45%3A00.0+%E2%80%93+2025-03-14+17%3A45%3A00.0%29%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%2295%22%2C%22label%22%3A%22OSL+%E2%80%93+HEL+%282025-03-15+08%3A00%3A00.0+%E2%80%93+2025-03-15+18%3A30%3A00.0%29%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%5D",,3988219653100,3988641134000,3994875125900
"0ec8b258-09ed-4cc8-b33f-8127bf38c8c9",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,3995105120900,3995116983800,3995120125800
"c9cf2edd-56d6-433a-9d2b-cc02f2a48556",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,3995141213800,3995156497900,3995159771000
"19695bf3-a81b-4c50-af80-73138beb94c2",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,3995176966300,3995184424800,3995186761900
"29ee2744-63bb-4f74-a16b-29051aaef324",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,3995204059900,3995214383500,3995217348600
"09c30fd9-0502-42ca-9a27-40a3e4857c98",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,3995234565300,3995243901800,3995246836700
"70beb985-9d00-4928-a48d-1b6c06278797",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,3995269241900,3995277603200,3995279885400
"d9a87143-a3a4-4964-a4cd-9723ffd56094",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,3995296719600,3995305279000,3995307784000
"9541d3e6-3d65-47ce-9f52-b10f2885efdd",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,3995324459000,3995332138200,3995334509500
"0a8e001e-17c6-4e6c-81ca-f921192c19ef",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,3995351021800,3995359196600,3995361675200
"f8d1b673-713c-40dd-b6f0-38449a213efb",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,3995376608500,3995383895300,3995386120300
"b9f4f406-a32c-4c9b-bc22-9a81d76d8fde",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,3995403722700,3995411732100,3995413799100
"307c14bc-7f98-45fe-871f-4e86991aa3f5",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,3995432607600,3995439439600,3995441930900
"0fdd7cab-d944-4335-89b2-155e87581132",GET,/images/banner.png,,,200,image/png,,,3995457200700,3995465180200,3995467576400
"4bcc0bfa-ce3b-428a-945e-e1286b07b135",GET,/images/logo.png,,,200,image/png,,,3995483130300,3995490815800,3995493174200
